,REPOSITORY ID,REPOSITORY LINK,SAMPLE NUMBER,STUDY TITLE,STUDY LINK,ASSAY TYPE,TECHNOLOGY,COUNTRY,DISEASE,DOID,STUDY DESIGN,BODY SITE,PLATFORM,PARTICIPANT FEATURES,AVERAGE SPOTLENGTH,RUN ID,Sample ID,Sample Name,COLLECTION DATE,LIBRARY LAYOUT,LAT LON,SAMPLE TYPE,ETHNICITY,ELO,URBANZATION,REGION,CITYVILLAGE,TARGET AMPLICON,DIET
0,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,198.0,SRR8791364,SRS4542766,C16-20110-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
1,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,197.0,SRR8791365,SRS4542765,C16-20108-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
2,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,199.0,SRR8791366,SRS4542764,C16-20066-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
3,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,198.0,SRR8791367,SRS4542763,C16-20065-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
4,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,198.0,SRR8791368,SRS4542762,C16-20074-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
5,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,195.0,SRR8791369,SRS4542761,C16-20073-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
6,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,198.0,SRR8791370,SRS4542760,C16-20048-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
7,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,197.0,SRR8791371,SRS4542759,C16-20047-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
8,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,198.0,SRR8791372,SRS4542758,C16-20050-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
9,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,198.0,SRR8791373,SRS4542757,C16-20049-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
10,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,197.0,SRR8791374,SRS4542756,C16-20275-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
11,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,197.0,SRR8791375,SRS4542755,C16-20274-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
12,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,197.0,SRR8791376,SRS4542754,C16-20273-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
13,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,198.0,SRR8791377,SRS4542753,C16-20247-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
14,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,197.0,SRR8791378,SRS4542752,C16-20246-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
15,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,198.0,SRR8791379,SRS4542751,C16-20245-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
16,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,198.0,SRR8791380,SRS4542750,C16-20244-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
17,PRJNA529124,PRJNA529124,44.0,The prevotella copri complex comprises four distinct clades that are underrepresented in westernised populations,31607556.0,Wgs,Illumina,Ghana,,,Meta-analysis,Gut,ILLUMINA HISEQ 2000,,195.0,SRR8791381,SRS4542749,C16-20243-GH,,Paired,"5.603717, -0.186964*",Stool,,,,Asante akim,,,
